1	1097
1	2380
1	3140
1	3351
2	13
2	3061
2	3590
2	4112
3	3976
3	4551
3	4815
3	4844
4	3993
4	4788
4	4863
4	4946
5	276
5	1294
5	2983
5	4263
6	932
6	1182
6	4420
6	4440
7	514
7	1135
7	2575
7	4832
8	3385
8	4225
8	4392
8	4729
9	3749
9	4754
9	4916
9	4960
10	932
10	2606
10	2705
10	4440
11	2844
11	3265
11	3581
11	4094
12	2690
12	4488
12	4638
12	4885
13	2
13	3061
13	4540
13	4629
14	2005
14	4371
14	4546
14	4672
15	4715
15	4734
15	4766
15	4913
16	3423
16	3895
16	4662
16	4719
17	2734
17	3884
17	4127
17	4159
18	4322
18	4855
18	4873
18	4897
19	1569
19	2585
19	2703
19	4752
20	1838
20	3138
20	4589
20	4977
21	2965
21	3191
21	4513
21	4997
22	3590
22	3602
22	3610
22	3874
23	1588
23	3001
23	3587
23	4806
24	4113
24	4133
24	4857
24	4921
25	322
25	333
25	3613
25	4036
26	4415
26	4605
26	4968
26	4974
27	2530
27	3816
27	4176
27	4696
28	2921
28	3989
28	4107
28	4997
29	2538
29	4636
29	4842
29	4950
30	165
30	3309
30	3780
30	4468
31	4661
31	4681
31	4811
31	4926
32	3587
32	4061
32	4741
32	4806
33	661
33	2521
33	4818
33	4869
34	3641
34	4112
34	4629
34	4856
35	603
35	3266
35	4568
35	4914
36	1247
36	3714
36	4900
36	4976
37	2958
37	4403
37	4852
37	4876
38	4479
38	4749
38	4870
38	4971
39	958
39	2705
39	3664
39	3969
40	4632
40	4920
40	4936
40	4949
41	3017
41	4481
41	4516
41	4990
41	4999
42	82
42	2038
42	3535
42	3755
43	1143
43	1631
43	2142
43	4872
44	4011
44	4203
44	4737
44	4944
45	1467
45	3486
45	3693
45	4957
46	3924
46	4212
46	4498
46	4877
47	551
47	4248
47	4472
47	4642
48	3973
48	4895
48	4903
48	4939
49	3567
49	4154
49	4915
49	4957
50	3910
50	4792
50	4890
50	4965
51	1923
51	3754
51	3922
51	4649
52	2790
52	3820
52	4466
52	4874
53	3213
53	4321
53	4514
53	4811
53	4971
53	4977
54	3140
54	4654
54	4741
54	4820
55	2309
55	3163
55	4954
55	4980
56	3089
56	3510
56	4586
56	4633
57	1198
57	1816
57	4351
57	4731
58	564
58	4535
58	4656
