1	4638
1	4681
1	4786
1	4861
2	57
2	1726
2	4126
2	4957
3	2856
3	3838
3	4416
3	4533
4	4542
4	4928
4	4964
4	4978
5	2936
5	4943
5	4956
5	4988
6	3300
6	3827
6	4361
6	4465
7	489
7	4011
7	4047
7	4344
8	2069
8	3238
8	3652
8	4349
9	1377
9	4700
9	4779
9	4842
10	2865
10	3220
10	4309
10	4946
11	3837
11	4365
11	4649
11	4729
12	2521
12	3511
12	4567
12	4950
13	3578
13	3861
13	3882
13	4782
14	3788
14	4697
14	4858
14	4955
15	3641
15	4297
15	4498
15	4553
16	3429
16	4827
16	4909
16	4985
17	3537
17	3901
17	4670
17	4826
18	4284
18	4336
18	4404
18	4555
19	1890
19	2747
19	2952
19	4999
20	3485
20	4262
20	4517
20	4544
21	3645
21	4738
21	4899
21	4920
22	1336
22	4152
22	4701
22	4898
23	1062
23	2929
23	4290
23	4912
24	2432
24	4284
24	4404
24	4555
25	623
25	3203
25	4061
25	4247
26	3320
26	3432
26	4723
26	4959
27	1722
27	2391
27	4156
27	4468
28	2163
28	3942
28	4407
28	4711
29	4195
29	4633
29	4726
29	4776
30	3067
30	3157
30	3526
30	4584
31	2916
31	3321
31	4316
31	4715
32	1716
32	2204
32	4370
32	4944
33	3707
33	4505
33	4677
33	4922
34	1511
34	3643
34	3992
34	4917
35	4686
35	4867
35	4931
35	4987
36	602
36	4027
36	4727
36	4880
37	3225
37	4574
37	4577
37	4744
38	2097
38	3334
38	4119
38	4394
39	2717
39	4095
39	4806
39	4891
40	2758
40	4386
40	4950
40	4953
41	2853
41	3941
41	4769
41	4962
42	4511
42	4742
42	4874
42	4930
43	2324
43	2555
43	3962
43	4784
44	4686
44	4931
44	4933
44	4987
45	1484
45	3224
45	4385
45	4505
46	3872
46	4174
46	4632
46	4757
47	3721
47	4380
47	4674
47	4868
48	4152
48	4486
48	4626
48	4898
49	2669
49	3965
49	4849
49	4856
50	4088
50	4221
50	4790
50	4868
51	1346
51	1950
51	2548
51	4912
52	1790
52	3201
52	4955
52	4996
53	4494
53	4537
53	4891
53	4911
54	4581
54	4794
54	4927
54	4969
55	4615
55	4703
55	4799
55	4960
56	2738
56	4598
56	4998
56	5000
57	2
57	542
57	3280
57	4957
58	1497
58	3893
58	3950
58	4401
59	719
59	2921
59	4790
59	4868
60	3707
60	4617
60	4658
60	4962
61	215
61	4014
61	4859
61	4933
62	1221
62	1810
62	4759
62	4830
63	3355
63	4001
63	4624
63	4658
64	4764
64	4827
64	4909
64	4985
65	2257
65	4674
65	4734
65	4798
66	2147
66	2974
66	3060
66	4782
67	4742
67	4761
67	4777
67	4836
68	3723
68	3769
68	3903
68	4944
69	280
69	2590
69	4714
69	4809
70	3657
70	3671
70	4706
70	4992
71	2481
71	2647
71	4304
71	4465
72	4677
72	4693
72	4860
72	4869
73	3466
73	4682
73	4719
73	4885
74	2826
74	3273
74	4517
74	4544
75	992
75	3337
75	3679
75	3888
76	3304
76	3731
76	4467
76	4678
77	2933
77	3898
77	4401
