1	981
1	3513
1	4548
1	4871
2	1811
2	3128
2	4536
2	4691
3	1846
3	3374
3	4176
3	4930
4	1554
4	2547
4	3049
4	3719
5	885
5	3450
5	4874
5	4877
6	4368
6	4398
6	4504
6	4599
7	1897
7	4964
7	4971
7	4977
8	1152
8	4178
8	4400
8	4658
9	3549
9	3687
9	3932
9	4108
10	4339
10	4558
10	4601
10	4917
11	4545
11	4786
11	4915
11	4999
12	2920
12	3648
12	3841
12	4163
13	2350
13	4304
13	4813
13	4841
14	4551
14	4562
14	4776
14	4946
15	4627
15	4857
15	4965
15	4968
16	3653
16	3670
16	4552
16	4602
17	2172
17	3504
17	3654
17	4899
18	1943
18	2064
18	3494
18	4393
19	3844
19	4875
19	4932
19	4945
20	3964
20	4561
20	4748
20	4870
21	4806
21	4861
21	4987
21	4990
22	3969
22	4466
22	4672
22	4979
23	742
23	1250
23	2845
23	4411
24	4330
24	4558
24	4601
24	4642
25	4141
25	4517
25	4689
25	4941
26	3927
26	4667
26	4750
26	4988
27	2898
27	4600
27	4765
27	4865
28	1430
28	2161
28	2356
28	4550
29	3379
29	4753
29	4938
29	4961
30	2064
30	2729
30	4693
30	4986
31	2442
31	4441
31	4716
31	4981
32	3768
32	4628
32	4931
32	4974
33	4091
33	4802
33	4835
33	4894
34	3485
34	4236
34	4480
34	4908
35	3721
35	4444
35	4661
35	4820
36	4043
36	4480
36	4685
36	4908
37	1709
37	3405
37	4410
37	4819
38	3834
38	4594
38	4702
38	4942
39	4150
39	4352
39	4408
39	4413
40	4242
40	4807
40	4955
40	4984
41	3659
41	4135
41	4215
41	4638
42	2852
42	4153
42	4170
42	4513
43	4014
43	4774
43	4898
43	4992
44	1948
44	4224
44	4385
44	4746
45	3854
45	4036
45	4613
45	4905
46	2523
46	4589
46	4707
46	4739
47	4052
47	4605
47	4645
47	4820
48	1453
48	4342
48	4759
48	4993
49	4547
49	4653
49	4703
49	4868
50	1816
50	3854
50	4036
50	4613
51	4412
51	4470
51	4906
51	4997
52	3867
52	4722
52	4826
52	4973
52	4984
53	1349
53	4239
53	4766
53	4943
54	1943
54	2064
54	2100
54	4393
55	4782
55	4892
55	4916
55	4926
56	4140
56	4306
56	4638
56	4944
57	2387
57	3207
57	4541
57	4908
58	3282
58	3660
58	4099
58	4819
59	2503
59	2812
59	4562
59	4994
60	2228
60	2508
60	3852
60	3918
61	4247
61	4875
61	4932
61	4945
62	331
62	4547
62	4653
62	4703
63	1889
63	2032
63	4211
63	4969
64	917
64	4663
64	4724
64	4808
64	4955
65	4364
65	4675
65	4766
65	4943
66	2918
66	3122
66	3326
66	4591
67	4336
67	4414
67	4813
67	4841
68	3996
68	4749
68	4790
68	4826
68	4901
68	4922
69	3057
69	4541
69	4704
69	4730
70	4325
70	4447
70	4679
70	4789
71	1189
71	4495
71	4670
71	4962
72	4390
72	4777
72	4822
72	4889
73	700
73	3655
73	4286
73	4935
74	4629
74	4748
74	4762
74	4950
75	289
75	3666
75	4567
75	4940
76	3446
76	3832
76	4275
76	4440
77	3744
77	4310
77	4477
77	4520
78	2925
78	4186
78	4799
78	4939
78	4971
79	1360
79	3227
79	4510
79	4632
80	3328
80	4756
80	4786
80	4855
81	2924
81	3687
81	3932
81	4108
82	3042
82	3568
82	3883
82	4880
83	1519
83	1676
83	4019
83	4366
84	3984
84	4760
84	4822
84	4889
85	2663
85	3282
85	4670
85	4962
86	3360
86	4638
86	4755
86	4944
87	323
87	4249
87	4390
87	4635
88	267
88	1448
88	1524
88	2785
89	1744
89	3569
89	4355
89	4735
90	4419
90	4814
90	4858
90	4895
91	3504
91	4147
91	4234
91	4899
92	2500
92	4667
92	4750
92	4988
93	4578
93	4863
93	4869
93	4926
94	4072
94	4091
94	4670
94	4962
95	2790
95	4011
95	4149
95	4844
96	2268
