1	2125
1	2375
1	2996
1	4049
2	496
2	2562
2	2986
2	4155
3	2759
3	4646
3	4691
3	4767
4	1553
4	2446
4	3537
4	3735
5	4272
5	4367
5	4585
5	4817
6	4799
6	4905
6	4965
6	4994
7	2402
7	3297
7	3916
7	4426
8	3625
8	4805
8	4891
8	4926
9	877
9	1110
9	2000
9	3514
10	442
10	3594
10	4508
10	4610
11	4087
11	4253
11	4519
11	4595
12	4003
12	4623
12	4663
12	4864
13	3072
13	4575
13	4665
13	4832
14	3700
14	4383
14	4506
14	4679
15	3031
15	3600
15	4054
15	4634
16	3437
16	3857
16	4736
16	4825
17	4252
17	4816
17	4896
17	4911
18	3656
18	4475
18	4941
18	4947
19	2801
19	3495
19	3898
19	4419
20	2004
20	2109
20	4220
20	4914
21	3843
21	4578
21	4834
21	4968
22	2755
22	3062
22	4387
22	4811
23	1348
23	4044
23	4076
23	4342
24	692
24	3941
24	4370
24	4918
25	852
25	2447
25	4065
25	4561
26	208
26	1394
26	1543
26	3419
27	2368
27	3629
27	4989
27	4999
28	2642
28	3319
28	4634
28	4931
29	2294
29	3663
29	4164
29	4954
30	2202
30	3484
30	4436
30	4518
31	206
31	1238
31	4690
31	4889
32	3036
32	4060
32	4621
32	4988
33	1898
33	3913
33	4424
33	4676
34	2751
34	4503
34	4968
34	4976
35	2244
35	3625
35	3961
35	4944
36	279
36	4478
36	4916
36	4957
37	424
37	3325
37	4227
37	4685
38	2539
38	4516
38	4693
38	4788
39	4247
39	4594
39	4796
39	4910
40	2519
40	4528
40	4612
40	4662
41	749
41	892
41	1388
41	4430
42	1641
42	1916
42	4444
42	4830
43	4616
43	4749
43	4852
43	4898
44	3341
44	3750
44	4920
44	4984
45	1937
45	3789
45	4043
45	4697
46	2899
46	3652
46	4940
46	4954
47	4017
47	4797
47	4891
47	4926
48	505
48	4732
48	4858
48	5000
49	880
49	3033
49	4227
49	4685
50	651
50	3091
50	3548
50	4922
51	4781
51	4856
51	4951
51	4983
52	4383
52	4768
52	4874
52	4929
53	2050
53	3527
53	4204
53	4956
54	243
54	2275
54	4072
54	4722
55	2948
55	3900
55	4093
55	4776
56	3515
56	3768
56	4430
56	4709
57	3649
57	3936
57	4833
57	4894
58	2474
58	4231
58	4689
58	4821
59	394
59	910
59	2591
59	4520
60	2670
